birga,valin,valout,direction,rates,volume
alfa,BTC,PZM,buy,2.18e-06,1587.40368992
alfa,BTC,PZM,buy,2.19e-06,17280.77593041
alfa,BTC,PZM,buy,2.2e-06,19489.32650318
alfa,BTC,PZM,buy,2.21e-06,24719.23160318
alfa,PZM,BTC,sell,2.16e-06,3800.65754834
alfa,PZM,BTC,sell,2.13e-06,5326.709191530001
alfa,PZM,BTC,sell,2.12e-06,6128.595983980001
