index,birga_x,valin_x,valout_x,direction_x,rates_x,volume_x,Com_x,birga_y,valin_y,valout_y,direction_y,rates_y,volume_y,Com_y,Bal1,Bal2,volume,Vol1,Vol2,Vol3,Vol4,profit,percent
10,alfa,USD,PZM,buy,0.0213,29348.13510444,0.2,live,PZM,USD,sell,0.02066,515.63585613,0.18,39449.269096713615,12549.45140858,515.63585613,10.983043735569,515.63585613,514.6045844177399,10.612593598785182,-0.370450136783818,-3.372927812206568
11,alfa,USD,PZM,buy,0.0213,29348.13510444,0.2,live,PZM,USD,sell,0.02065,2132.92830794,0.18,39449.269096713615,12549.45140858,2132.92830794,45.431372959122,2132.92830794,2128.6624513241204,43.87775723652737,-1.5536157225946283,-3.4196979342722758
12,alfa,USD,PZM,buy,0.0213,29348.13510444,0.2,live,PZM,USD,sell,0.02064,10530.78620794,0.18,39449.269096713615,12549.45140858,10530.78620794,224.305746229122,10530.78620794,10509.72463552412,216.53025918755884,-7.775487041563167,-3.4664680563380332
13,alfa,USD,PZM,buy,0.0213,29348.13510444,0.2,live,PZM,USD,sell,0.0206,10937.09078203,0.18,39449.269096713615,12549.45140858,10937.09078203,232.960033657239,10937.09078203,10915.21660046594,224.44872573805307,-8.511307919185924,-3.6535485446009437
14,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,alfa,PZM,USD,sell,0.0209,74366.80933923,0.2,39264.92671775701,22340.27017956,22340.27017956,478.081781842584,22340.27017956,22295.58963920088,465.04586781237975,-13.035914030204253,-2.7267121495327205
15,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,alfa,PZM,USD,sell,0.0208,75510.66910365001,0.2,39264.92671775701,22340.27017956,22340.27017956,478.081781842584,22340.27017956,22295.58963920088,462.82076796638756,-15.261013876196444,-3.1921345794392506
16,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,live,PZM,USD,sell,0.02087,286.68362429,0.18,39264.92671775701,12549.45140858,286.68362429,6.135029559806,286.68362429,286.11025704142,5.960373046538417,-0.1746565132675828,-2.8468732149532747
17,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,live,PZM,USD,sell,0.02066,515.63585613,0.18,39264.92671775701,12549.45140858,515.63585613,11.034607321182,515.63585613,514.6045844177399,10.612593598785182,-0.42201372239681767,-3.82445618691588
18,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,live,PZM,USD,sell,0.02065,2132.92830794,0.18,39264.92671775701,12549.45140858,2132.92830794,45.644665789916004,2132.92830794,2128.6624513241204,43.87775723652737,-1.7669085533886317,-3.871007757009328
19,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,live,PZM,USD,sell,0.02064,10530.78620794,0.18,39264.92671775701,12549.45140858,10530.78620794,225.358824849916,10530.78620794,10509.72463552412,216.53025918755884,-8.828565662357164,-3.9175593271028077
20,alfa,USD,PZM,buy,0.0214,77477.97622594,0.2,live,PZM,USD,sell,0.0206,10937.09078203,0.18,39264.92671775701,12549.45140858,10937.09078203,234.05374273544197,10937.09078203,10915.21660046594,224.44872573805307,-9.605016997388901,-4.103765607476631
21,hot,USDT,PZM,buy,0.021954,51.61,0.06,hot,PZM,USDT,sell,0.02153356,1122.29,0.06,47393.582887927034,0.2532381,0.2532381,0.005562925000948441,0.2532381,0.2532381,0.005449845949943619,-0.0001130790510048222,-2.0327265060295256
22,hot,USDT,PZM,buy,0.021954,51.61,0.06,hot,PZM,USDT,sell,0.0215,1446.06,0.06,47393.582887927034,0.2532381,0.2532381,0.005562925000948441,0.2532381,0.2532381,0.005441352378509999,-0.00012157262243844141,-2.185408259462677
23,hot,USDT,PZM,buy,0.021954,51.61,0.06,hot,PZM,USDT,sell,0.02132038,3217.98,0.06,47393.582887927034,0.2532381,0.2532381,0.005562925000948441,0.2532381,0.2532381,0.005395893042964514,-0.0001670319579839272,-3.0025923045061615
24,hot,USDT,PZM,buy,0.021954,51.61,0.06,hot,PZM,USDT,sell,0.02132036,3822.19,0.06,47393.582887927034,0.2532381,0.2532381,0.005562925000948441,0.2532381,0.2532381,0.005395887981241371,-0.0001670370197070694,-3.002683294824049
25,hot,USDT,PZM,buy,0.021954,51.61,0.06,hot,PZM,USDT,sell,0.0212,4374.77,0.06,47393.582887927034,0.2532381,0.2532381,0.005562925000948441,0.2532381,0.2532381,0.005365426531368,-0.00019749846958044045,-3.5502630279352734
26,hot,USDT,PZM,buy,0.02196425,112.59,0.06,hot,PZM,USDT,sell,0.02153356,1122.29,0.06,47371.46584661666,0.2532381,0.2532381,0.005565522248887756,0.2532381,0.2532381,0.005449845949943619,-0.00011567629894413713,-2.0784446413318087
27,hot,USDT,PZM,buy,0.02196425,112.59,0.06,hot,PZM,USDT,sell,0.0215,1446.06,0.06,47371.46584661666,0.2532381,0.2532381,0.005565522248887756,0.2532381,0.2532381,0.005441352378509999,-0.00012416987037775634,-2.231055143164168
28,hot,USDT,PZM,buy,0.02196425,112.59,0.06,hot,PZM,USDT,sell,0.02132038,3217.98,0.06,47371.46584661666,0.2532381,0.2532381,0.005565522248887756,0.2532381,0.2532381,0.005395893042964514,-0.00016962920592324213,-3.047857835033213
29,hot,USDT,PZM,buy,0.02196425,112.59,0.06,hot,PZM,USDT,sell,0.02132036,3822.19,0.06,47371.46584661666,0.2532381,0.2532381,0.005565522248887756,0.2532381,0.2532381,0.005395887981241371,-0.00016963426764638433,-3.047948782888883
30,hot,USDT,PZM,buy,0.02196425,112.59,0.06,hot,PZM,USDT,sell,0.0212,4374.77,0.06,47371.46584661666,0.2532381,0.2532381,0.005565522248887756,0.2532381,0.2532381,0.005365426531368,-0.00020009571751975538,-3.5952729783758137
31,hot,USDT,PZM,buy,0.022,126.97,0.06,hot,PZM,USDT,sell,0.02153356,1122.29,0.06,47294.48721461591,0.2532381,0.2532381,0.00557458094292,0.2532381,0.2532381,0.005449845949943619,-0.00012473499297638128,-2.2375671687896297
32,hot,USDT,PZM,buy,0.022,126.97,0.06,hot,PZM,USDT,sell,0.0215,1446.06,0.06,47294.48721461591,0.2532381,0.2532381,0.00557458094292,0.2532381,0.2532381,0.005441352378509999,-0.0001332285644100005,-2.3899296785565114
33,hot,USDT,PZM,buy,0.022,126.97,0.06,hot,PZM,USDT,sell,0.02132038,3217.98,0.06,47294.48721461591,0.2532381,0.2532381,0.00557458094292,0.2532381,0.2532381,0.005395893042964514,-0.0001786878999554863,-3.205405066051269
34,hot,USDT,PZM,buy,0.022,126.97,0.06,hot,PZM,USDT,sell,0.02132036,3822.19,0.06,47294.48721461591,0.2532381,0.2532381,0.00557458094292,0.2532381,0.2532381,0.005395887981241371,-0.00017869296167862848,-3.2054958661166735
35,hot,USDT,PZM,buy,0.022,126.97,0.06,hot,PZM,USDT,sell,0.0212,4374.77,0.06,47294.48721461591,0.2532381,0.2532381,0.00557458094292,0.2532381,0.2532381,0.005365426531368,-0.00020915441155199953,-3.751930659785938
36,hot,USDT,PZM,buy,0.02218389,178.32,0.06,hot,PZM,USDT,sell,0.02153356,1122.29,0.06,46902.446717935854,0.2532381,0.2532381,0.005621176837901526,0.2532381,0.2532381,0.005449845949943619,-0.00017133088795790764,-3.0479540654669774
37,hot,USDT,PZM,buy,0.02218389,178.32,0.06,hot,PZM,USDT,sell,0.0215,1446.06,0.06,46902.446717935854,0.2532381,0.2532381,0.005621176837901526,0.2532381,0.2532381,0.005441352378509999,-0.00017982445939152686,-3.1990535892597567
38,hot,USDT,PZM,buy,0.02218389,178.32,0.06,hot,PZM,USDT,sell,0.02132038,3217.98,0.06,46902.446717935854,0.2532381,0.2532381,0.005621176837901526,0.2532381,0.2532381,0.005395893042964514,-0.00022528379493701265,-4.007769216901467
39,hot,USDT,PZM,buy,0.02218389,178.32,0.06,hot,PZM,USDT,sell,0.02132036,3822.19,0.06,46902.446717935854,0.2532381,0.2532381,0.005621176837901526,0.2532381,0.2532381,0.005395887981241371,-0.00022528885666015484,-4.007859264293466
40,hot,USDT,PZM,buy,0.02218389,178.32,0.06,hot,PZM,USDT,sell,0.0212,4374.77,0.06,46902.446717935854,0.2532381,0.2532381,0.005621176837901526,0.2532381,0.2532381,0.005365426531368,-0.0002557503065335259,-4.549764469409603
41,hot,USDT,PZM,buy,0.02240573,239.3,0.06,hot,PZM,USDT,sell,0.02153356,1122.29,0.06,46438.063777504685,0.2532381,0.2532381,0.005677388885009588,0.2532381,0.2532381,0.005449845949943619,-0.00022754293506596981,-4.007880025036995
42,hot,USDT,PZM,buy,0.02240573,239.3,0.06,hot,PZM,USDT,sell,0.0215,1446.06,0.06,46438.063777504685,0.2532381,0.2532381,0.005677388885009588,0.2532381,0.2532381,0.005441352378509999,-0.00023603650649958903,-4.157483506596015
43,hot,USDT,PZM,buy,0.02240573,239.3,0.06,hot,PZM,USDT,sell,0.02132038,3217.98,0.06,46438.063777504685,0.2532381,0.2532381,0.005677388885009588,0.2532381,0.2532381,0.005395893042964514,-0.0002814958420450748,-4.958192009505077
44,hot,USDT,PZM,buy,0.02240573,239.3,0.06,hot,PZM,USDT,sell,0.02132036,3822.19,0.06,46438.063777504685,0.2532381,0.2532381,0.005677388885009588,0.2532381,0.2532381,0.005395887981241371,-0.000281500903768217,-4.958281165334363
45,hot,USDT,PZM,buy,0.02240573,239.3,0.06,hot,PZM,USDT,sell,0.0212,4374.77,0.06,46438.063777504685,0.2532381,0.2532381,0.005677388885009588,0.2532381,0.2532381,0.005365426531368,-0.00031196235364158807,-5.494820946038844
46,live,USD,PZM,buy,0.02129,140.9376,0.18,alfa,PZM,USD,sell,0.0209,74366.80933923,0.2,0.2546605589478628,22340.27017956,0.2546605589478628,0.005431482401939999,0.2546605589478628,0.2546605589478628,0.0053117608706463116,-0.00011972153129368758,-2.2042146587997014
